id,texto,textos_originales,autores,pmids,n_autores,n_papers
aff_6c245b5ddda76887,"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET Buenos Aires, Argentina.","[""IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET Buenos Aires, Argentina.""]","[""Alfieri J"", ""Igaz L"", ""Silva P""]","[""28066234""]",3,1
aff_6c247cf3f0d95846,"Cátedra de Matemáticas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Cátedra de Matemáticas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Nunez M""]","[""36227397""]",1,1
aff_6c3e9f942b0e008a,"Group of Research and Innovation in Vascular Health (GRIVAS Health), Chillán, Chile.","[""Group of Research and Innovation in Vascular Health (GRIVAS Health), Chillán, Chile.""]","[""Escudero C""]","[""36117714""]",1,1
aff_6c5792e934f2c3b3,"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), CONICET-Universidad de Buenos AiresBuenos Aires, Argentina.","[""Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), CONICET-Universidad de Buenos AiresBuenos Aires, Argentina.""]","[""Freudenthal R"", ""Romano A"", ""Salles A""]","[""28439227""]",3,1
aff_6caf3626b4429618,"Department of Neurology and Neurosurgery, McGill University Montreal, Montreal, Quebec H3A2B4, Canada.","[""Department of Neurology and Neurosurgery, McGill University Montreal, Montreal, Quebec H3A2B4, Canada.""]","[""Della-Maggiore V""]","[""40744730""]",1,1
aff_6d11923e4f1c6981,"Departamento de Medicina Genómica y Toxicología Ambiental, Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, Ciudad de México, México.","[""Departamento de Medicina Genómica y Toxicología Ambiental, Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, Ciudad de México, México.""]","[""Perez-Dominguez M""]","[""29790838""]",1,1
aff_6d2dd8dcfaa28249,"Millennium Institute on Immunology and Immunotherapy, Santiago, Chile.","[""Millennium Institute on Immunology and Immunotherapy, Santiago, Chile.""]","[""Opazo M"", ""Riedel C""]","[""37274341""]",2,1
aff_6d7a349a4b6031bf,"Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Center, Seattle, Washington, United States of America.","[""Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Center, Seattle, Washington, United States of America.""]","[""Gornalusse G"", ""Hladik F"", ""Huang M"", ""Jerome K"", ""Levy C"", ""Roychoudhury P"", ""Vo P""]","[""38019897""]",7,1
aff_6d9a8120b9939b41,"Universidad de Buenos Aires and CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina.","[""Universidad de Buenos Aires and CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina.""]","[""Murer M""]","[""42570776""]",1,1
aff_6deeb559c2aa2e67,"Department of Microbiology and Molecular Genetics, Michigan State University, East Lansing, Michigan, United States of America.","[""Department of Microbiology and Molecular Genetics, Michigan State University, East Lansing, Michigan, United States of America.""]","[""Manning S"", ""Singh P""]","[""26030198""]",2,1
aff_6dff560c5f340b71,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, (IMEX)-CONICET-Academia Nacional de Medicina, Buenos Aires C1425, Argentina. alanmbernal@gmail.com.","[""Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, (IMEX)-CONICET-Academia Nacional de Medicina, Buenos Aires C1425, Argentina. alanmbernal@gmail.com.""]","[""Bernal A""]","[""30513821""]",1,1
aff_6e5aeff254278ce8,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires C1121, Argentina. mmamaral74@gmail.com.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires C1121, Argentina. mmamaral74@gmail.com.""]","[""Amaral M""]","[""30513821""]",1,1
aff_6e81868bbc668696,"División de Cardiología, Hospital de Niños Dr. Ricardo Gutiérrez y Sanatorio Sagrado Corazón, Buenos Aires, Argentina.","[""División de Cardiología, Hospital de Niños Dr. Ricardo Gutiérrez y Sanatorio Sagrado Corazón, Buenos Aires, Argentina.""]","[""Cazalas M"", ""Goldsman A""]","[""36464947""]",2,1
aff_6e8ca31d34ff20ec,"Department of Neurology and Neurosurgery, McGill University, Montreal, Quebec, Canada.","[""Department of Neurology and Neurosurgery, McGill University, Montreal, Quebec, Canada.""]","[""Della-Maggiore V""]","[""42313886""]",1,1
aff_6e9e07724266a76a,"Sorbonne Université, Institut Jean Le Rond d'Alembert, CNRS, Paris, France; Hôpitaux Universitaires La Pitié-Salpêtrière, Service de Chirurgie Vasculaire, Paris, France.","[""Sorbonne Université, Institut Jean Le Rond d'Alembert, CNRS, Paris, France; Hôpitaux Universitaires La Pitié-Salpêtrière, Service de Chirurgie Vasculaire, Paris, France.""]","[""Gaudric J""]","[""31521941""]",1,1
aff_6f329311f6343e44,"Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, CONICETBuenos Aires, Argentina.","[""Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, CONICETBuenos Aires, Argentina.""]","[""Blake M""]","[""28439227""]",1,1
aff_6f55f026b97702a4,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Facultad de Medicina-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, 1121 Buenos Aires, Argentina. mmamaral74@gmail.com.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica \""Bernardo Houssay\"", Facultad de Medicina-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, 1121 Buenos Aires, Argentina. mmamaral74@gmail.com.""]","[""Amaral M""]","[""29068360""]",1,1
aff_6f86c1ba450584b3,"Consultorio y Laboratorio de Neurogenética, Centro Universitario de Neurología ""José María Ramos Mejía"" Facultad de Medicina, UBA & Instituto de Investigaciones en Medicina Traslacional, Facultad de Ciencias Biomédicas, Universidad Austral-CONICET, Buenos Aires, Argentina.","[""Consultorio y Laboratorio de Neurogenética, Centro Universitario de Neurología \""José María Ramos Mejía\"" Facultad de Medicina, UBA & Instituto de Investigaciones en Medicina Traslacional, Facultad de Ciencias Biomédicas, Universidad Austral-CONICET, Buenos Aires, Argentina.""]","[""Consalvo D"", ""Cordoba M"", ""Gonzalez Moron D""]","[""34823607""]",3,1
aff_6fce53bcf507b3fa,"Department of Neurobiology, Neuroscience Program, Fluminense Federal University, Niterói, RJ, Brazil. Electronic address: almvuff@gmail.com.","[""Department of Neurobiology, Neuroscience Program, Fluminense Federal University, Niterói, RJ, Brazil. Electronic address: almvuff@gmail.com.""]","[""Ventura A""]","[""30458250""]",1,1
aff_700a7a4c184d6f73,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA), Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Argentina.","[""Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA), Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Argentina.""]","[""Ozu M"", ""Sutka M""]","[""28486763""]",2,1
aff_707fd97b23105dbf,"IFIBIO Houssay, Deparamento de Fisiología y Biofísia, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""IFIBIO Houssay, Deparamento de Fisiología y Biofísia, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Della-Maggiore V"", ""Lerner G""]","[""35225229""]",2,1
aff_7086b8256e5d4e68,"División de Neurociencias, Instituto de Fisiología Celular, Universidad Nacional Autónoma de México, Ciudad de México, México.","[""División de Neurociencias, Instituto de Fisiología Celular, Universidad Nacional Autónoma de México, Ciudad de México, México.""]","[""Olguin-Albuerne M"", ""Pasantes-Morales H"", ""Ramos-Mandujano G""]","[""29790838"", ""31630412""]",3,2
aff_70877d91829891ad,"Centro Integrativo de Biología y Química Aplicada, Universidad Bernardo O'Higgins, Santiago, Chile.","[""Centro Integrativo de Biología y Química Aplicada, Universidad Bernardo O'Higgins, Santiago, Chile.""]","[""Moncada D""]","[""42086667""]",1,1
aff_71c64e9fc35ba201,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.","[""CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.""]","[""Belluscio M"", ""Coletti M"", ""Silva A""]","[""38950066""]",3,1
aff_7209ed718d819d8d,"Cellular Signaling and Differentiation Laboratory (CSDL), School of Medical Technology, Medicine and Science Faculty, Universidad San Sebastián, Santiago, Chile.","[""Cellular Signaling and Differentiation Laboratory (CSDL), School of Medical Technology, Medicine and Science Faculty, Universidad San Sebastián, Santiago, Chile.""]","[""Carrasco-Wong I""]","[""37466779""]",1,1
aff_721a3cd3faabb13b,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor (C1121ABG), Ciudad Autónoma de Buenos Aires, Argentina.","[""Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor (C1121ABG), Ciudad Autónoma de Buenos Aires, Argentina.""]","[""Ortiz J"", ""Rocco L""]","[""38289455""]",2,1
aff_723bc24aa366ae97,"Neurology Department, Laboratorio Neuroquímica Dr. Néstor Chamoles, Buenos Aires, Argentina.","[""Neurology Department, Laboratorio Neuroquímica Dr. Néstor Chamoles, Buenos Aires, Argentina.""]","[""Politei J""]","[""27733175""]",1,1
aff_72422198be497618,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, 1121 Buenos Aires, Argentina. Electronic address: ibarra@fmed.uba.ar.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, 1121 Buenos Aires, Argentina. Electronic address: ibarra@fmed.uba.ar.""]","[""Ibarra C""]","[""29483033""]",1,1
aff_72441bcd52dc4cdd,"Instituto de Tecnología, Universidad Argentina de La Empresa (UADE), Buenos Aires, Argentina. osvaldo.chara@tu-dresden.de.","[""Instituto de Tecnología, Universidad Argentina de La Empresa (UADE), Buenos Aires, Argentina. osvaldo.chara@tu-dresden.de.""]","[""Chara O""]","[""35705598""]",1,1
aff_7287ca77f71f37cc,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina. gmurer@fmed.uba.ar.","[""Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina. gmurer@fmed.uba.ar.""]","[""Murer M""]","[""41817828""]",1,1
aff_736a4ae88395e14f,"Departamento de Anatomía, Instituto de Ciências Biomédicas, Universidade de São Paulo, SP, Brazil. Electronic address: newton@icb.usp.br.","[""Departamento de Anatomía, Instituto de Ciências Biomédicas, Universidade de São Paulo, SP, Brazil. Electronic address: newton@icb.usp.br.""]","[""Canteras N""]","[""42097396""]",1,1
aff_7417f3a9ca9169e3,"Facultad de Ciencias Exactas y Naturales, Departamento de Física, Universidad de Buenos Aires, Argentina; CONICET- Universidad de Buenos Aires, IFIBA, Buenos Aires, Argentina.","[""Facultad de Ciencias Exactas y Naturales, Departamento de Física, Universidad de Buenos Aires, Argentina; CONICET- Universidad de Buenos Aires, IFIBA, Buenos Aires, Argentina.""]","[""Albano J"", ""Ferraro M"", ""Mussini N"", ""Pickholz M""]","[""30466042""]",4,1
aff_74202a3b4ad97943,"Laboratorio de Fisiopatología Placentaria, Centro de Estudios Farmacológicos y Botánicos (CEFyBO) - CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Fisiopatología Placentaria, Centro de Estudios Farmacológicos y Botánicos (CEFyBO) - CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Farina M""]","[""35095555""]",1,1
aff_7420627c42675979,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental (IMEX)-CONICET, Academia Nacional de Medicina, J.A. Pacheo de Melo 3081, C1425 CABA, Argentina. Electronic address: mspalermo@hematologia.anm.edu.ar.","[""Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental (IMEX)-CONICET, Academia Nacional de Medicina, J.A. Pacheo de Melo 3081, C1425 CABA, Argentina. Electronic address: mspalermo@hematologia.anm.edu.ar.""]","[""Palermo M""]","[""37704516""]",1,1
aff_7445d50103944537,"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"", Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Departamento de Fisiología, Biología Molecular y Celular \""Dr. Héctor Maldonado\"", Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Marini M"", ""Martinez M""]","[""41743514""]",2,1
aff_745f85fd40dc787d,"School of Psychology, University of Sussex, Falmer, UK. E.Merlo@sussex.ac.uk.","[""School of Psychology, University of Sussex, Falmer, UK. E.Merlo@sussex.ac.uk.""]","[""Merlo E""]","[""38355584""]",1,1
aff_747051c13abbb9ab,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay) UBA-CONICET, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Medicina, Instituto de Investigaciones Médicas Alfredo Lanari, Laboratorio de Riñón Experimental y Bioquímica Molecular, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica \""Bernardo Houssay\"" (IFIBIO-Houssay) UBA-CONICET, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Medicina, Instituto de Investigaciones Médicas Alfredo Lanari, Laboratorio de Riñón Experimental y Bioquímica Molecular, Buenos Aires, Argentina.""]","[""Ibarra F""]","[""30879772""]",1,1
aff_749e932adb52c613,"Servicio de Cardiología, Hospital Británico y Hospital Nacional de Pediatría Juan P Garrahan, Buenos Aires, Argentina.","[""Servicio de Cardiología, Hospital Británico y Hospital Nacional de Pediatría Juan P Garrahan, Buenos Aires, Argentina.""]","[""Villalba C""]","[""36464947""]",1,1
aff_74da111b63a2417e,"Universidad de Buenos Aires, IDEHU-CONICET, Facultad de Farmacia y Bioquímica, Cátedra de Inmunología, Junín 956, Piso 4°, 1113, Ciudad de Buenos Aires, Argentina.","[""Universidad de Buenos Aires, IDEHU-CONICET, Facultad de Farmacia y Bioquímica, Cátedra de Inmunología, Junín 956, Piso 4°, 1113, Ciudad de Buenos Aires, Argentina.""]","[""Malchiodi E""]","[""35835234"", ""39553573""]",1,2
aff_74e9ac3a4030955a,"Department of Medical Biotechnology and Translational Medicine, University of Milan, Milan, Italy.","[""Department of Medical Biotechnology and Translational Medicine, University of Milan, Milan, Italy.""]","[""Grassi S""]","[""31630412""]",1,1
aff_7523725681db8020,"Laboratorio de Investigación Aplicada a Neurociencias (LIAN), Instituto de Neurociencias (INEU), FLENI-CONICET, Buenos Aires, Argentina.","[""Laboratorio de Investigación Aplicada a Neurociencias (LIAN), Instituto de Neurociencias (INEU), FLENI-CONICET, Buenos Aires, Argentina.""]","[""Biani C"", ""Furmento V"", ""La Greca A"", ""Lombardi A"", ""Luzzani C"", ""Miriuka S"", ""Norris A""]","[""37036956""]",7,1
aff_757ed4495b008297,"Laboratory of Memory Research and Molecular Cognition, Institute for Cell Biology and Neuroscience, CONICET and University of Buenos Aires Medical School Buenos Aires, Argentina.","[""Laboratory of Memory Research and Molecular Cognition, Institute for Cell Biology and Neuroscience, CONICET and University of Buenos Aires Medical School Buenos Aires, Argentina.""]","[""Bekinschtein P""]","[""26779016""]",1,1
aff_7583b4a982c698e9,"Departamento de Microbiología, Facultad de Farmacia y Bioquímica, Biotecnología y Genética/Cátedra de Genética, Universidad de Buenos Aires, Inmunología, Ciudad Autónoma de Buenos Aires, Argentina.","[""Departamento de Microbiología, Facultad de Farmacia y Bioquímica, Biotecnología y Genética/Cátedra de Genética, Universidad de Buenos Aires, Inmunología, Ciudad Autónoma de Buenos Aires, Argentina.""]","[""Marques da Silva W""]","[""41709136""]",1,1
aff_75a132773bc86da1,"Perinatal Medicine Seedbed, School of Medicine, Pontificia Universidad Javeriana, Bogotá, Colombia.","[""Perinatal Medicine Seedbed, School of Medicine, Pontificia Universidad Javeriana, Bogotá, Colombia.""]","[""Quintero-Arciniegas L""]","[""35431989""]",1,1
aff_7632b2f5c08f5b58,"CEFYBO-CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""CEFYBO-CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Aisemberg J"", ""Cymeryng C"", ""Franchi A""]","[""25819809""]",3,1
aff_766cb72e0d3f027d,"Administración Nacional de Laboratorios e Institutos de Salud ""Dr. Carlos Malbrán"" - ANLIS - Centro Nacional de Control de Calidad de Biológicos, Buenos Aires, Argentina.","[""Administración Nacional de Laboratorios e Institutos de Salud \""Dr. Carlos Malbrán\"" - ANLIS - Centro Nacional de Control de Calidad de Biológicos, Buenos Aires, Argentina.""]","[""Cangelosi A"", ""Geoghegan P""]","[""36227397""]",2,1
aff_76b7ea277c7bf876,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina. htrimarchi@hotmail.com.","[""Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina. htrimarchi@hotmail.com.""]","[""Trimarchi H""]","[""27733175""]",1,1
aff_7701c2af2e605840,"Division of Medical Biology, Department of Pathology and Medical Biology, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands. Electronic address: f.spaans@umcg.nl.","[""Division of Medical Biology, Department of Pathology and Medical Biology, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands. Electronic address: f.spaans@umcg.nl.""]","[""Spaans F""]","[""25963416""]",1,1
aff_77562cdb26c7cd84,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina. lmuller@fmed.uba.ar.","[""Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina. lmuller@fmed.uba.ar.""]","[""Igaz L""]","[""41571758""]",1,1
aff_778b94ed8eeeec62,"Laboratorio de Fisiopatogenia, Instituto de Fisiología y Biofísica, IFIBIO-Houssay (UBA-CONICET), Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Fisiopatogenia, Instituto de Fisiología y Biofísica, IFIBIO-Houssay (UBA-CONICET), Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Amaral M"", ""Garimano N"", ""Gomez F"", ""Ibarra C"", ""Sacerdoti F"", ""Scalise M""]","[""35957815"", ""36004327""]",6,2
aff_77945ec9eeaf853b,"Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Institute of Biological Sciences and Health, Federal University of Mato Grosso, Barra do Garças, Brazil.","[""Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Institute of Biological Sciences and Health, Federal University of Mato Grosso, Barra do Garças, Brazil.""]","[""Giachini F""]","[""36878143""]",1,1
aff_7843b8ce05ab09cd,"Instituto de Investigaciones Biotecnológicas Rodolfo Ugalde-Instituto Tecnológico de Chascomús (IIB-INTECH), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina.","[""Instituto de Investigaciones Biotecnológicas Rodolfo Ugalde-Instituto Tecnológico de Chascomús (IIB-INTECH), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina.""]","[""Briones G"", ""Ciocchini A""]","[""28643674""]",2,1
aff_789f6b4484afab70,"Laboratorio de Biología de la Reproducción, IFIBIO-UBA-CONICET, Buenos Aires, Argentina.","[""Laboratorio de Biología de la Reproducción, IFIBIO-UBA-CONICET, Buenos Aires, Argentina.""]","[""Martinez N""]","[""30564135""]",1,1
aff_7917923f159f2c75,"Department of Neurosurgery, Yale University School of Medicine, New Haven, Connecticut.","[""Department of Neurosurgery, Yale University School of Medicine, New Haven, Connecticut.""]","[""Greer C""]","[""30628061""]",1,1
aff_792f9b1c452818fc,"Department of Life Sciences, Ben-Gurion University of the Negev, Beer Sheva, Israel.","[""Department of Life Sciences, Ben-Gurion University of the Negev, Beer Sheva, Israel.""]","[""Garcia-Venzor A"", ""Toiber D""]","[""34804128""]",2,1
aff_795bfc2422ef9498,"Universidad de Buenos Aires, CONICET, Facultad de Medicina, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Paraguay, 2155, 7th floor, C1121ABG, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, CONICET, Facultad de Medicina, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Paraguay, 2155, 7th floor, C1121ABG, Buenos Aires, Argentina.""]","[""Navarro N""]","[""28069463""]",1,1
aff_7a59e05520429531,"Laboratório de Biofármacos, Instituto Butantan, Sao Paulo 05503-900, Brazil.","[""Laboratório de Biofármacos, Instituto Butantan, Sao Paulo 05503-900, Brazil.""]","[""Moro A"", ""Quintilio W""]","[""34822608""]",2,1
aff_7a8dd683d82dcf1e,"Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional Del Sur (UNS), Bahía Blanca, Argentina.","[""Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional Del Sur (UNS), Bahía Blanca, Argentina.""]","[""Lacour A"", ""Romussi S""]","[""41571758""]",2,1
aff_7aa00326aad39b72,"Sorbonne Université, UPMC UnivParis06, CNRS, UMR7190, Institut Jean Le Rond d'Alembert, 75005, Paris, France. Electronic address: emmanuelle.manou@gmail.com.","[""Sorbonne Université, UPMC UnivParis06, CNRS, UMR7190, Institut Jean Le Rond d'Alembert, 75005, Paris, France. Electronic address: emmanuelle.manou@gmail.com.""]","[""Carre E""]","[""31521898""]",1,1
aff_7ab5a3572fa1d777,"Departamento de Biología, Facultad de Química y Biología, Universidad de Santiago de Chile, Santiago, Chile. Electronic address: maria.pertusa@usach.cl.","[""Departamento de Biología, Facultad de Química y Biología, Universidad de Santiago de Chile, Santiago, Chile. Electronic address: maria.pertusa@usach.cl.""]","[""Pertusa M""]","[""42097396""]",1,1
aff_7acc6e448316a8bb,"Neurology Department, Laboratorio Neuroquímica Dr Néstor Chamoles Buenos Aires, Buenos Aires, Argentina.","[""Neurology Department, Laboratorio Neuroquímica Dr Néstor Chamoles Buenos Aires, Buenos Aires, Argentina.""]","[""Politei J""]","[""30747154""]",1,1
aff_7ada5096bb8c32d8,"Faculty of Pharmacy and Biochemistry, University of Buenos Aires, Buenos Aires, Argentina.","[""Faculty of Pharmacy and Biochemistry, University of Buenos Aires, Buenos Aires, Argentina.""]","[""Pasquini J""]","[""34823607""]",1,1
aff_7bce89c208cade4c,"Neuronal Physiopathology Laboratory, Systems Neuroscience Group, IFIBIO Houssay, University of Buenos Aires School of Medicine, Buenos Aires (C1121ABG), Argentina lmuller@fmed.uba.ar.","[""Neuronal Physiopathology Laboratory, Systems Neuroscience Group, IFIBIO Houssay, University of Buenos Aires School of Medicine, Buenos Aires (C1121ABG), Argentina lmuller@fmed.uba.ar.""]","[""Igaz L""]","[""25392493""]",1,1
aff_7be356d8a2c9fa2e,"Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Química Biológica, Laboratorio de Biosensores y Bioanálisis, IQUIBICEN UBA-CONICET, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Química Biológica, Laboratorio de Biosensores y Bioanálisis, IQUIBICEN UBA-CONICET, Buenos Aires, Argentina.""]","[""Vlachovsky S""]","[""40577142""]",1,1
aff_7bf518fd88f9b850,"Servicio Fisiopatogenia, INEI-ANLIS ""Dr. Carlos G. Malbrán"", Buenos Aires 1282, Argentina.","[""Servicio Fisiopatogenia, INEI-ANLIS \""Dr. Carlos G. Malbrán\"", Buenos Aires 1282, Argentina.""]","[""Chinen I"", ""Rivas M"", ""Zolezzi G""]","[""28888654""]",3,1
aff_7bf61284bc2bf88d,"Post-Graduate Program in Rehabilitation Sciences, Unisuam Rio de Janeiro, Brazil.","[""Post-Graduate Program in Rehabilitation Sciences, Unisuam Rio de Janeiro, Brazil.""]","[""De Oliveira L"", ""Rodrigues E""]","[""27625602""]",2,1
aff_7c4c03c3c032b3b8,"Laboratorio de Biomembranas. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay). Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, C1121ABG Buenos Aires, Argentina. Electronic address: teresapoliti@yahoo.com.ar.","[""Laboratorio de Biomembranas. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay). Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, C1121ABG Buenos Aires, Argentina. Electronic address: teresapoliti@yahoo.com.ar.""]","[""Politi M""]","[""27016670""]",1,1
aff_7c59d6b55309d6cb,"Laboratorio de Ingeniería Genética y Biología Celular y Molecular, Universidad Nacional de Quilmes, Buenos Aires, Argentina.","[""Laboratorio de Ingeniería Genética y Biología Celular y Molecular, Universidad Nacional de Quilmes, Buenos Aires, Argentina.""]","[""Bentancor L"", ""Del Cogliano M"", ""Ghiringhelli P""]","[""28643674"", ""30619183""]",3,2
aff_7c732adf1e570f60,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina.""]","[""Bumaschny V"", ""Murer M"", ""Rela L""]","[""30283405"", ""40553107""]",3,2
aff_7c90cc7f36ca1c40,"Department of Pharmacology and Toxicology, Faculty of Pharmacy in Hradec Kralove, Charles University, Hradec Kralove, Czechia.","[""Department of Pharmacology and Toxicology, Faculty of Pharmacy in Hradec Kralove, Charles University, Hradec Kralove, Czechia.""]","[""Abad C""]","[""40642510""]",1,1
