PMID,Author,Affiliation
34263427,Ford P,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas Y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina."
34263427,Echevarria M,"Instituto de Biomedicina de Sevilla (IBiS), Hospital Universitario Virgen del Rocío/CSIC, Universidad de Sevilla, Seville, Spain."
34263427,Capurro C,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas Y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina. capurroclaudia@yahoo.com.ar."
34216588,Schachter J,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina. Electronic address: jschachter@qb.ffyb.uba.ar."
34216588,Alvarez C,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina; Universidad de Buenos Aires (UBA), Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica, Junín 956, C1113AAD Buenos Aires, Argentina."
34216588,Bazzi Z,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina."
34216588,Faillace M,"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina; Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina."
34216588,Corradi G,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina; Universidad de Buenos Aires (UBA), Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica, Junín 956, C1113AAD Buenos Aires, Argentina."
34216588,Hattab C,"Université de Paris, UMR_S1134, BIGR, Inserm, F-75015 Paris, France; Institut National de la Transfusion Sanguine, Laboratoire d'Excellence GR-Ex, F-75015 Paris, France."
34216588,Rinaldi D,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina; Universidad de Buenos Aires (UBA), Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica, Junín 956, C1113AAD Buenos Aires, Argentina."
34216588,Gonzalez-Lebrero R,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina; Universidad de Buenos Aires (UBA), Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica, Junín 956, C1113AAD Buenos Aires, Argentina."
34216588,Molineris M,"Instituto de Investigaciones Bioquímicas de La Plata (INIBIOLP) ""Prof. Dr. Rodolfo R. Brenner"", Universidad Nacional de La Plata, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Av. 60 y Av. 120, La Plata, Argentina; Universidad Nacional de La Plata, Facultad de Ciencias Médicas, Av. 60 y Av. 120, La Plata, Argentina."
34216588,Sevigny J,"Centre de Recherche du CHU de Québec-Université Laval, Québec, QC, Canada; Département de Microbiologie-Infectiologie et d'Immunologie, Faculté de Médecine, Université Laval, Québec, QC, Canada."
34216588,Ostuni M,"Université de Paris, UMR_S1134, BIGR, Inserm, F-75015 Paris, France; Institut National de la Transfusion Sanguine, Laboratoire d'Excellence GR-Ex, F-75015 Paris, France."
34216588,Schwarzbaum P,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina; Universidad de Buenos Aires (UBA), Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica, Junín 956, C1113AAD Buenos Aires, Argentina. Electronic address: pjs@qb.ffyb.uba.ar."
34155339,Sanchez D,"Laboratorio de Investigaciones en Fisiología Renal, Facultad de Medicina, Departamento de Ciencias Fisiológicas, IFIBIO-Houssay CONICET-UBA, Universidad de Buenos Aires, Buenos Aires, Argentina."
34155339,Fischer Sigel L,"Laboratorio de Investigaciones en Fisiología Renal, Facultad de Medicina, Departamento de Ciencias Fisiológicas, IFIBIO-Houssay CONICET-UBA, Universidad de Buenos Aires, Buenos Aires, Argentina."
34155339,Balestracci A,"Servicio de Nefrología, Hospital General de Niños Pedro de Elizalde, Buenos Aires, Argentina."
34155339,Ibarra C,"Laboratorio de Fisiopatogenia, Facultad de Medicina, Departamento de Ciencias Fisiológicas, IFIBIO-Houssay CONICET-UBA, Universidad de Buenos Aires, Buenos Aires, Argentina."
34155339,Amaral M,"Laboratorio de Fisiopatogenia, Facultad de Medicina, Departamento de Ciencias Fisiológicas, IFIBIO-Houssay CONICET-UBA, Universidad de Buenos Aires, Buenos Aires, Argentina."
34155339,Silberstein C,"Laboratorio de Investigaciones en Fisiología Renal, Facultad de Medicina, Departamento de Ciencias Fisiológicas, IFIBIO-Houssay CONICET-UBA, Universidad de Buenos Aires, Buenos Aires, Argentina. csilber@fmed.uba.ar."
34048797,Paz R,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina."
34048797,Murer M,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina. Electronic address: gmurer@fmed.uba.ar."
36166246,Liern M,"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina. Electronic address: Jliern@yahoo.com."
36166246,Colazo A,"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina."
36166246,Vallejo G,"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina."
36166246,Zotta E,"Departamento de Ciencias Fisiológicas IFIBIO Houssay, CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Fisiopatología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina."
33906140,Dorr R,"Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina. E-mail: rdorr@fmed.uba.ar."
33906140,Casal J,"Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina."
33906140,Toriano R,"Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina."
33822178,Pafundo D,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ciudad de Buenos Aires, Argentina."
33822178,Pretell Annan C,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ciudad de Buenos Aires, Argentina."
33822178,Fulginiti N,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ciudad de Buenos Aires, Argentina."
33822178,Belforte J,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ciudad de Buenos Aires, Argentina."
33722403,Liern M,"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina. Electronic address: Jliern@%20yahoo.com."
33722403,Colazo A,"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina."
33722403,Vallejo G,"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina."
33722403,Zotta E,"Departamento de Ciencias Fisiológicas IFIBIO Houssay, CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Fisiopatología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina."
33703954,Luczywo A,"Departamento de Química Orgánica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina."
33703954,Gonzalez L,"Departamento de Química Orgánica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina."
33703954,Aguiar A,"Instituto de Física de São Carlos, Universidade de São Paulo, São Carlos, Brasil."
33703954,Oliveira de Souza J,"Instituto de Física de São Carlos, Universidade de São Paulo, São Carlos, Brasil."
33703954,Souza G,"Instituto de Física de São Carlos, Universidade de São Paulo, São Carlos, Brasil."
33703954,Oliva G,"Instituto de Física de São Carlos, Universidade de São Paulo, São Carlos, Brasil."
33703954,Aguilar L,"Instituto de Química, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile."
33703954,Casal J,"Departamento de Química Orgánica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina."
33703954,Casal J,"Facultad de Medicina, Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina."
33703954,Guido R,"Instituto de Física de São Carlos, Universidade de São Paulo, São Carlos, Brasil."
33703954,Asis S,"Departamento de Química Orgánica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina."
33703954,Mellado M,"Instituto de Química, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile."
33692740,Princich J,"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina."
33692740,Princich J,"Hospital de Pediatría J.P Garrahan, Departamento de Neuroimágenes, Buenos Aires, Argentina."
33692740,Donnelly-Kehoe P,"Centro Internacional Franco Argentino de Ciencias de la Información y de Sistemas (CIFASIS) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Grupo de Procesamiento de Señales Multimedia - División Neuroimágenes, Universidad Nacional de Rosario, Rosario, Argentina."
33692740,Deleglise A,"Instituto de Fisiología y Biofísica B. Houssay (IFIBIO), Consejo Nacional de Investigaciones Científicas y Técnicas, Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, Argentina."
33692740,Vallejo-Azar M,"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina."
33692740,Pascariello G,"Centro Internacional Franco Argentino de Ciencias de la Información y de Sistemas (CIFASIS) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Grupo de Procesamiento de Señales Multimedia - División Neuroimágenes, Universidad Nacional de Rosario, Rosario, Argentina."
33692740,Seoane P,"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina."
33692740,Seoane P,"Hospital J.M Ramos Mejía, Centro de Epilepsia, Buenos Aires, Argentina."
33692740,Veron Do Santos J,"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina."
33692740,Collavini S,"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina."
33692740,Collavini S,"Instituto de investigación en Electrónica, Control y Procesamiento de Señales (LEICI), Universidad Nacional de La Plata-Consejo Nacional de Investigaciones Científicas y Técnicas, La Plata, Argentina."
33692740,Collavini S,"Instituto de Ingeniería y Agronomía, Universidad Nacional Arturo Jauretche, Florencio Varela, Argentina."
33692740,Nasimbera A,"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina."
33692740,Nasimbera A,"Hospital J.M Ramos Mejía, Centro de Epilepsia, Buenos Aires, Argentina."
33692740,Kochen S,"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina."
33685676,Garimano N,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina, 1121."
33685676,Diaz Vergara L,"Centro de Investigaciones y Transferencia de Villa María (CIT-VM-CONICET), Universidad Nacional de Villa María (UNVM), Villa María, Argentina, 5900."
33685676,Kim A,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina, 1121."
33685676,Badin E,"Centro de Investigaciones y Transferencia de Villa María (CIT-VM-CONICET), Universidad Nacional de Villa María (UNVM), Villa María, Argentina, 5900."
33685676,Sodero S,"Centro de Investigaciones y Transferencia de Villa María (CIT-VM-CONICET), Universidad Nacional de Villa María (UNVM), Villa María, Argentina, 5900."
33685676,Bernal A,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental (IMEX-CONICET), Academia Nacional de Medicina, Buenos Aires, Argentina, 1425."
33685676,Gonzalez D,"Instituto de Virología/INVIT-CICVyA, National Institute of Agricultural Technology (INTA)-Castelar, Buenos Aires, Argentina, 1686."
33685676,Amaral M,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina, 1121."
33685676,Lespinard A,"Centro de Investigaciones y Transferencia de Villa María (CIT-VM-CONICET), Universidad Nacional de Villa María (UNVM), Villa María, Argentina, 5900."
33685676,Porporatto C,"Centro de Investigaciones y Transferencia de Villa María (CIT-VM-CONICET), Universidad Nacional de Villa María (UNVM), Villa María, Argentina, 5900."
33685676,Montenegro M,"Centro de Investigaciones y Transferencia de Villa María (CIT-VM-CONICET), Universidad Nacional de Villa María (UNVM), Villa María, Argentina, 5900."
33685676,Palermo M,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental (IMEX-CONICET), Academia Nacional de Medicina, Buenos Aires, Argentina, 1425."
33685676,Larzabal M,"Instituto de Agrobiotecnología y Biología Molecular (IABIMO)-CICVyA, INTA-CONICET, Buenos Aires, Argentina, 1121."
33685676,Cataldi A,"Instituto de Agrobiotecnología y Biología Molecular (IABIMO)-CICVyA, INTA-CONICET, Buenos Aires, Argentina, 1121."
33685676,Ibarra C,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina, 1121."
33685676,Sacerdoti F,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina, 1121. Electronic address: fsacerdoti@fmed.uba.ar."
33547844,Paz R,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires, 1121, Argentina."
33547844,Tubert C,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires, 1121, Argentina."
33547844,Stahl A,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires, 1121, Argentina."
33547844,Amarillo Y,"Departamento de Física Médica, Centro Atómico Bariloche and Instituto Balseiro, CONICET, 9500 Ezequiel Bustillo Avenue, San Carlos de Bariloche, Rio Negro, 8402, Argentina."
33547844,Rela L,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires, 1121, Argentina."
33547844,Murer M,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires, 1121, Argentina."
33519685,Dare S,"School of Medicine, Kabale University, Kabale, Uganda."
33519685,Dare S,"Department of Anatomy, Kampala International University, Kampala, Uganda."
33519685,Merlo E,"Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO)-Houssay, Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
33519685,Merlo E,"School of Psychology, University of Sussex, Brighton, United Kingdom."
33519685,Rodriguez Curt J,"Department of Zoology, University of Cambridge, Cambridge, United Kingdom."
33519685,Rodriguez Curt J,"Brighton and Sussex Medical School, University of Sussex, Brighton, United Kingdom."
33519685,Ekanem P,"Anatomy Unit, Institute of Biomedical Sciences, College of Health Sciences, Mekelle University, Mekelle, Ethiopia."
33519685,Hu N,"Department of Zoology, University of Cambridge, Cambridge, United Kingdom."
33519685,Berni J,"Department of Zoology, University of Cambridge, Cambridge, United Kingdom."
33519685,Berni J,"Brighton and Sussex Medical School, University of Sussex, Brighton, United Kingdom."
33363456,Charif S,"Instituto de Fisiología y Biofísica ""Bernardo Houssay"", (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
33363456,Luchelli L,"Instituto de Fisiología y Biofísica ""Bernardo Houssay"", (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
33363456,Vila A,"Instituto de Biociencias, Biotecnología y Biología Traslacional, Departamento de Fisiología, Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina."
33363456,Blaustein M,"Instituto de Biociencias, Biotecnología y Biología Traslacional, Departamento de Fisiología, Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina."
33363456,Igaz L,"Instituto de Fisiología y Biofísica ""Bernardo Houssay"", (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
33307182,Krawczyk M,"Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires (UBA) - CONICET, Buenos Aires, Argentina."
33307182,Millan J,"Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires (UBA) - CONICET, Buenos Aires, Argentina."
33307182,Blake M,"Instituto de Fisiología y Biofísica (IFIBIO UBA-CONICET), Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina."
33307182,Boccia M,"Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires (UBA) - CONICET, Buenos Aires, Argentina. Electronic address: mboccia@ffyb.uba.ar."
33240056,Camera A,"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), UBA-CONICET, Buenos Aires, Argentina."
33240056,Belluscio M,"Instituto de Fisiología y Biofísica Bernardo Houssay, National Council for Scientific and Technical Research (CONICET), Buenos Aires, Argentina."
33240056,Belluscio M,"Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
33240056,Tomsic D,"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), UBA-CONICET, Buenos Aires, Argentina."
33240056,Tomsic D,"Departamento de Fisiología, Biología Molecular y Celular Dr. Héctor Maldonado, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina."
33126049,Etcheverry T,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina. Electronic address: tomasetch@gmail.com."
33126049,Accialini P,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina."
33126049,Palligas M,"Departamento de Endocrinología, Hospital de Pediatría Garrahan, Buenos Aires, Argentina."
33126049,Loureiro F,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina."
33126049,Saraco N,"Departamento de Endocrinología, Hospital de Pediatría Garrahan, Buenos Aires, Argentina."
33126049,Martinez N,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Fisiología y Biofísica Bernardo Houssay (UBA-CONICET-IFIBIO), Facultad de Medicina, Buenos Aires, Argentina."
33126049,Farina M,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina."
33094506,Pizzoni A,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina."
33094506,Bazzi Z,"Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Instituto de Química y Fisico-Química Biológicas (IQUIFIB) ""Prof. Alejandro C. Paladini,"" Consejo Nacional de Investigaciones Científicas y Técnicas, Cátedra de Química Biológica Superior, Universidad de Buenos Aires, Buenos Aires, Argentina."
33094506,Di Giusto G,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina."
33094506,Alvarez C,"Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Instituto de Química y Fisico-Química Biológicas (IQUIFIB) ""Prof. Alejandro C. Paladini,"" Consejo Nacional de Investigaciones Científicas y Técnicas, Cátedra de Química Biológica Superior, Universidad de Buenos Aires, Buenos Aires, Argentina."
33094506,Rivarola V,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina."
33094506,Capurro C,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina."
33094506,Schwarzbaum P,"Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Instituto de Química y Fisico-Química Biológicas (IQUIFIB) ""Prof. Alejandro C. Paladini,"" Consejo Nacional de Investigaciones Científicas y Técnicas, Cátedra de Química Biológica Superior, Universidad de Buenos Aires, Buenos Aires, Argentina."
33094506,Ford P,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina."
32900965,Jacobacci F,"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina."
32900965,Armony J,"Douglas Mental Health Research Institute, McGill University, Montreal, QC, H4H 1R3, Canada."
32900965,Yeffal A,"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina."
32900965,Lerner G,"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina."
32900965,Amaro E,"Plataforma de Imagens na Sala de Autopsia (PISA), Instituto de Radiologia, Facultade de Medicina, Universidade de Sao Paulo, Sao Paulo, 05403-000, Brazil."
32900965,Jovicich J,"Center for Mind/Brain Sciences, University of Trento, Rovereto, 38068, Trento, Italy."
32900965,Doyon J,"McConnell Brain Imaging Center, Montreal Neurological Institute, McGill University, Montreal, QC, H3A 2B4, Canada."
32900965,Doyon J,"Department of Neurology and Neurosurgery, McGill University, Montreal, QC, H3A 2B4, Canada."
32900965,Della-Maggiore V,"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina; vdellamaggiore@fmed.uba.ar."
