Affiliation,N_records,N_papers,N_authors
"Red Iberoamericana de Alteraciones Vasculares Asociadas a Trastornos del Embarazo (RIVA-TREM), Buenos Aires, Argentina.",2,1,2
"Ramón y Cajal Institute of Health Research (IRYCIS), Department of Biochemistry and Molecular Biology and University Research Institute in Neurochemistry (IUIN), Complutense University, Madrid, Spain.",1,1,1
"RIVATREM - Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo, Chillan, Chile.",5,1,5
"REDINREN, Madrid, Spain. mdsanchez@fjd.es.",1,1,1
"Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Mexico.",3,1,3
"Pulmonary Medicine, Universidad Austral, Hospital Universitario Austral, Pilar, Argentina. dperezchada@gmail.com.",1,1,1
"Programa de Doctorado en Ciencias, Mención Neurociencia, Universidad de Valparaíso, Valparaíso 2340000, Chile; Instituto de Neurociencias y Centro Interdisciplinario de Neurociencia de Valparaíso, Facultad de Ciencias, Universidad de Valparaíso, Valparaíso 2340000, Chile.",1,1,1
"Postgraduation Program in Pharmacology, CCB, Federal University of Santa Catarina, Florianópolis, Brazil.",2,1,2
"Post-Graduate Program in Rehabilitation Sciences, Unisuam Rio de Janeiro, Brazil.",2,1,2
"Plataforma de Imagens na Sala de Autopsia (PISA), Instituto de Radiologia, Facultade de Medicina, Universidade de Sao Paulo, Sao Paulo, 05403-000, Brazil.",1,1,1
"Plataforma de Imagens na Sala de Autopsia (PISA), Instituto de Radiologia, Facultade de Medicina, Universidade de Sao Paulo, Sao Paulo 05403-000, Brazil.",1,1,1
"Physiological Sciences Department, Faculty of Medicine, Pontificia Universidad Javeriana , Bogotá, Colombia.",1,1,1
"Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Mexico; Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile. Electronic address: cgalaviz@ipn.mx.",1,1,1
"Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Mexico; Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile.",1,1,1
"Queensland Brain Institute, The University of Queensland, St Lucia, Queensland, Australia.",1,1,1
"Universidad de Buenos Aires (UBA), Facultad de Ciencias Exactas y Naturales (FCEN), Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)-UBA-Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina; UBA, FCEN, Departamento de Biodiversidad y Bilogía Experimental, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires (UBA), Facultad de Ciencias Exactas y Naturales (FCEN), Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)-UBA-Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO- Houssay), Buenos Aires, Argentina.",1,1,1
"Universidad Nacional de Luján, Departamento de Ciencias Básicas, Ruta 5 y Avenida Constitución (6700) Luján, Buenos Aires, Argentina; Universidad Nacional de Luján, Instituto de Ecología y Desarrollo Sustentable (INEDES)-CONICET, Laboratorio de Inmunología, Ruta 5 y Avenida Constitución (6700) Luján, Buenos Aires, Argentina.",1,1,1
"Universidad Nacional de Luján, Departamento de Ciencias Básicas, Ruta 5 y Avenida Constitución (6700) Luján, Buenos Aires, Argentina, Universidad Nacional de Luján, Instituto de Ecología y Desarrollo Sustentable (INEDES)-CONICET, Laboratorio de Inmunología, Ruta 5 y Avenida Constitución (6700) Luján, Buenos Aires, Argentina.",1,1,1
"Unit on Genetics of Cognition and Behavior, National Institute of Mental Health, National Institutes of Health, Department of Health and Human Services, Bethesda, MD.",3,1,3
"Unidad de Nefrourología Infantil. Hospital Interzonal General Dr. José Penna, Bahía Blanca, 8000 Provincia de Buenos Aires, Argentina. Laura.alconcher.la@gmail.com.",1,1,1
"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina. Electronic address: jliern@yahoo.com.",1,1,1
"Servicio de Endocrinología, Hospital Pediátrico Avelino Castelan, Resistencia, Chaco, Argentina.",1,1,1
"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina. Electronic address: Jliern@%20yahoo.com.",1,1,1
"Unidad de Nefrología, Hospital General de Niños Pedro de Elizalde, Buenos Aires C1270AAN, Argentina.",1,1,1
"Unidad de Embarazo de Alto Riesgo, CEMIC, Buenos Aires, Argentina.",1,1,1
"Unidad de Cardiología, Hospital General de Niños Pedro de Elizalde, Buenos Aires, Argentina.",1,1,1
"Unidad De Investigación Biomédica - Instituto Mexicano del Seguro Social (IMSS) Durango, Durango, México.",1,1,1
"Unidad Académica Regional Altiplano, Universidad Autónoma de San Luis Potosí, San Luis Potosí 78600, Mexico.",1,1,1
"Unidad Académica Fisiología, Facultad de Medicina, Universidad de la República Urugua, Gral. Flores 2125, Montevideo 11800, Uruguay. Electronic address: dolazabal@fmed.edu.uy.",1,1,1
"UCSF. University of California, San Francisco, Fein Memory and Aging Center, San Francisco, California, USA.",1,1,1
"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina. Electronic address: Jliern@yahoo.com.",1,1,1
"Universidad de Buenos Aires, CONICET, IFIBIO Houssay, Laboratorio de Fisiopatogenia, Facultad de Medicina, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, CONICET, Facultad de Medicina, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Paraguay, 2155, 7th floor, C1121ABG, Buenos Aires, Argentina. Electronic address: blakion@gmail.com.",1,1,1
"Universidad de Buenos Aires, CONICET, Facultad de Medicina, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Paraguay, 2155, 7th floor, C1121ABG, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, CONICET, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina. Electronic address: lorena.rela@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina.",5,1,5
"Universidad de Buenos Aires and CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), 2155 Paraguay St, Buenos Aires 1121, Argentina.",1,1,1
"Universidad de Buenos Aires and CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires (UBA), Facultad de Ciencias Exactas y Naturales (FCEN), Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)-UBA-Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina; UBA, FCEN, Departamento de Biodiversidad y Bilogía Experimental, Buenos Aires, Argentina. Electronic address: evelinmariel@gmail.com.ar.",1,1,1
"Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiopatogenia, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.",3,1,3
"Universidad de Buenos Aires - CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas. Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina. Electronic address: jbelforte@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires - CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires - CONICET, Instituto de Fisiología y Biofísica ""Dr. Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina.",5,1,5
"Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina; Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina. Electronic address: csilber@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina; Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina.",3,1,3
"Universidad de Buenos Aires (UBA), Facultad de Ciencias Exactas y Naturales (FCEN), Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)-UBA-Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina; UBA, FCEN, Departamento de Fisiología, Biología Molecular y Celular, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiopatogenia, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Laboratorio de Patología, and Facultad de Farmacia y Bioquímica, Cátedra de Fisiopatología, Buenos Aires, Argentina.",1,1,1
"Sydney Pharmacy School, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2006, Australia.",4,1,4
"Sorbonne Universités, UPMC Univ Paris 06, CNRS, UMR 7190, Institut Jean Le Rond d'Alembert, F-75005 Paris, France; Service de Chirurgie Vasculaire, Hôpitaux Universitaires La Pitié-Salpêtrière, 47-83 Bd de l'Hôpital, 75013 Paris, France.",1,1,1
"Sorbonne Universités, UPMC Univ Paris 06, CNRS, UMR 7190, Institut Jean Le Rond d'Alembert, F-75005 Paris, France. Electronic address: arthur.ghigo@dalembert.upmc.fr.",1,1,1
"Sorbonne Universités, UPMC Univ Paris 06, CNRS, UMR 7190, Institut Jean Le Rond d'Alembert, F-75005 Paris, France.",2,1,2
"Sorbonne Université, UPMC UnivParis06, CNRS, UMR7190, Institut Jean Le Rond d'Alembert, 75005, Paris, France. Electronic address: jose.fullana@upmc.fr.",1,1,1
"Sorbonne Université, UPMC UnivParis06, CNRS, UMR7190, Institut Jean Le Rond d'Alembert, 75005, Paris, France. Electronic address: emmanuelle.manou@gmail.com.",1,1,1
"Sorbonne Université, Institut Jean Le Rond d'Alembert, CNRS, Paris, France; Hôpitaux Universitaires La Pitié-Salpêtrière, Service de Chirurgie Vasculaire, Paris, France.",1,1,1
"Sorbonne Université, Institut Jean Le Rond d'Alembert, CNRS, Paris, France.",1,1,1
"UBA, Facultad de Medicina, Buenos Aires, Argentina; CONICET-UBA- Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Buenos Aires, Argentina.",1,1,1
"Servicio de Reumatología, Sanatorio la Trinidad, Quilmes, Provincia de Buenos Aires, Argentina.",1,1,1
"Servicio de Reumatología, Hospital Sor María Ludovica de La Plata, Provincia de Buenos Aires, Argentina.",1,1,1
"Servicio de Pediatría, Hospital Nacional Profesor Alejandro Posadas, Buenos Aires 1684, Argentina. harepetto@yahoo.com.ar.",1,1,1
"Servicio de Pediatría [H.A.R.], Hospital Nacional Profesor Alejandro Posadas, BueCos Aires, Argentina.",1,1,1
"Servicio de Neurología, Centro Universitario de Neurología Dr. J.M. Ramos Mejía, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Servicio de Nefrología, Hospital General de Niños Pedro de Elizalde.",1,1,1
"Servicio de Nefrología, Hospital General de Niños Pedro de Elizalde, Buenos Aires, Argentina.",1,1,1
"Servicio de Inmunología, Hospital H. Notti, Provincia de Mendoza, Argentina.",4,1,4
"Sorbonne Université, INSERM, CNRS, Institut de la Vision, Paris, France.",3,1,3
"The Zlotowski Center for Neuroscience, Ben-Gurion University of the Negev, Beer Sheva, Israel.",2,1,2
"The Santa Fe Institute, Santa Fe, United States.",1,1,1
"The Neuropsychology and Cognitive Neurosciences Research Center (CINPSI Neurocog), Universidad Católica del Maule 3460000, Talca, Chile.",1,1,1
"The Brain and Mind Institute, Western University, London, ON, Canada.",2,1,2
"Terrence Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, ON M5S 2Z9, Canada.",2,1,2
"Tecnologico de Monterrey, Institute for Obesity Research, School of Medicine and Health Sciences, Monterrey, Mexico.",1,1,1
"Tasmanian School of Medicine, University of Tasmania, Hobart, TAS, 7000, Australia.",1,1,1
"Systems Neuroscience Section, Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires, Argentina.",2,1,2
"Sydney Pharmacy School, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2006, Australia. adam.walker@sydney.edu.au.",1,1,1
"Systems Neuroscience Group, Laboratory of Experimental Cognition and Behavior, Institute of Physiology and Biophysics, IFIBIO ""Houssay,"" CONICET and University of Buenos Aires Medical School Buenos Aires, Argentina.",3,1,3
"Systems Neuroscience Group, Institute of Physiology and Biophysics, IFIBIO 'Houssay', CONICET and University of Buenos Aires School of Medicine, Buenos Aires, Argentina.",4,1,4
"Systems Neuroscience Group, IFIBIO Bernardo Houssay, CONICET and Universidad de Buenos Aires, Department of Physiology and Biophysics, University of Buenos Aires School of Medicine, Buenos Aires, Argentina 1121.",3,1,3
"Systems Neuroscience Group, IFIBIO Bernardo Houssay, CONICET and Universidad de Buenos Aires, Department of Physiology and Biophysics, University of Buenos Aires School of Medicine, Buenos Aires, Argentina 1121, mvescande@gmail.com.",1,1,1
"Systems Neuroscience Group, IFIBIO Bernardo Houssay (CONICET-UBA), Department of Physiology and Biophysics, University of Buenos Aires, School of Medicine, Buenos Aires, Argentina 1121, and.",1,1,1
"Systems Biology Group (SysBio), Institute of Physics of Liquids and Biological Systems (IFLySIB), National Scientific and Technical Research Council (CONICET), University of La Plata, La Plata, Argentina. osvaldo.chara@tu-dresden.de.",1,1,1
"Systems Biology Group (SysBio), Institute of Physics of Liquids and Biological Systems (IFLySIB), National Scientific and Technical Research Council (CONICET), University of La Plata, La Plata, Argentina.",2,1,2
"System Toxicology and Health Risk Assessment Group, CSIR-Indian Institute of Toxicology Research, Lucknow, India.",1,1,1
"System Biology Group (SysBio), Institute of Physics of Liquids and Biological Systems (IFLYSIB) CONICET, University of La PlataLa Plata, Argentina; Center for Information Services and High Performance Computing, Technische Universität DresdenDresden, Germany.",1,1,1
"Systems Neuroscience Group, Laboratory of Experimental Cognition and Behavior, Institute of Physiology and Biophysics, IFIBIO ""Houssay,"" CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina.",3,1,3
"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"" (DFBMC) Facultad de Ciencias Exactas y Naturales, Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE-CONICET-UBA), Universidad de Buenos Aires, Ciudad Universitaria, Ciudad de Buenos Aires, Argentina.",3,1,3
"Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires; Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, Argentina. pwappner@leloir.org.ar.",1,1,1
"Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires; Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, Argentina.",2,1,2
"Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, 1428, Argentina. PWAPPNER@LELOIR.ORG.AR.",1,1,1
"Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, 1428, Argentina.",1,1,1
"Departamento de Fisiología y Biofísica, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires C1121ABG, Argentina.",5,1,5
"Departamento de Fisiología Médica y Biofísica, Facultad de Medicina, Universidad de Sevilla, 41009, Seville, Spain. irusta@us.es.",1,1,1
"Departamento de Fisiología Médica y Biofísica, Facultad de Medicina, Universidad de Sevilla, 41009, Seville, Spain.",4,1,4
"Instituto de Fisiología y Biofísica Bernardo Houssay, Universidad de Buenos Aires-CONICET, Buenos Aires C1121ABG, Argentina.",1,1,1
"Departamento de Fisicomatemática, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Departamento de Fisicomatemática, Cátedra de Matemática, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Departamento de Endocrinología, Hospital de Pediatría S.A.M.I.C. Prof. Dr. Juan P. Garrahan, Buenos Aires, Argentina.",1,1,1
"Departamento de Endocrinología, Hospital de Pediatría Garrahan, Buenos Aires, Argentina.",2,1,2
"Departamento de Ciencias Fisiológicas. Laboratorio de Biomembranas, Universidad de Buenos Aires, Facultad de Ciencias Médicas, Buenos Aires, Argentina.",8,1,8
"Departamento de Ciencias Fisiológicas. Grupo de Neurociencias de Sistemas, Universidad de Buenos Aires, Facultad de Ciencias Médicas, Buenos Aires, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Facultad de Medicina, Laboratorio de Biomembranas, Buenos Aires, Argentina; Sorbonne Université, Institut Jean Le Rond d'Alembert, CNRS, Paris, France.",1,1,1
"Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Facultad de Medicina, Laboratorio de Biomembranas, Buenos Aires, Argentina; CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Buenos Aires, Argentina. Electronic address: mpoliti@fmed.uba.ar.",1,1,1
"Departamento de Fisiologia e Biofísica, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil.",1,1,1
"Departamento de Medicina Interna, Servicio de Medicina Pulmonar y Sueño, Hospital Universitario Austral, Pilar, Buenos Aires B1629AHJ, Argentina.",1,1,1
"Departamento de Medicina Genómica y Toxicología Ambiental, Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, Ciudad de México, México.",1,1,1
"Departamento de Ingeniería Mecánica, Universidad de Buenos Aires, Facultad de Ingeniería, Buenos Aires, Argentina.",1,1,1
"Departamento de Ginecología y Obstetricia, Unidad de Embarazo de Alto Riesgo, Centro de Estudios Médicos e Investigaciones Clínicas (CEMIC), Buenos Aires, Argentina.",1,1,1
"Departamento de Genética, Ecologia e Evolução, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil.",3,1,3
"Departamento de Física Médica, Centro Atómico Bariloche and Instituto Balseiro, CONICET, 9500 Ezequiel Bustillo Avenue, San Carlos de Bariloche, Rio Negro, 8402, Argentina.",1,1,1
"Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, CONICETBuenos Aires, Argentina.",1,1,1
"Departamento de Fisiología, IFIBIO-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"" (FBMC), Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Buenos Aires, Argentina.",2,1,2
"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires and Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, CONICET-Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina. pfaillace@qb.ffyb.uba.ar.",1,1,1
"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos (UBA), Buenos Aires, Argentina.",1,1,1
"Departamento de Fisiología, Facultad de Medicina e Instituto de Fisiología y Biofísica Profesor Bernardo Houssay (IFIBIO-Houssay, CONICET-UBA), Universidad de Buenos Aires (UBA), Ciudad Autónoma de Buenos Aires, Argentina.",2,1,2
"Departamento de Fisiología, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Departamento de Fisiología, Biología Molecular y Celular Dr. Héctor Maldonado, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"", Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"" (FBMC), Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Buenos Aires, Argentina. hviola@fmed.uba.ar.",1,1,1
"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Departamento de Ciencias Básicas, Facultad de Ciencias, Universidad del Bío-Bío, Chillán, Chile.",1,1,1
"Departamento de Ciencias Biológicas, facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina; Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.",1,1,1
"Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires C1113AAD, Argentina.",1,1,1
"Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquimica, UBA, Buenos Aires, Argentina.",1,1,1
"Departamento de Ciencias Biológicas, Facultad de Ciencias de la Vida, Universidad Andrés Bello, Santiago, Chile.",1,1,1
"Departamento de Ciencias Biológicas, Facultad de Ciencias Exactas, Universidad Nacional de La Plata, La Plata, Argentina.",2,1,2
"Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Facultad de Medicina, Laboratorio de Biomembranas, Buenos Aires, Argentina; CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Buenos Aires, Argentina.",2,1,2
"Departamento de Bioquímica and Centro de Investigaciones Biomédicas (Ceinbio), Facultad de Medicina, Universidad de la República, Montevideo, Uruguay.",1,1,1
"Departamento de Bioquímica Clínica e Inmunología, Facultad de Farmacia, Universidad de Concepción, Concepción, Chile.",4,1,4
"Departamento de Biología, Facultad de Química y Biología, Universidad de Santiago de Chile, Santiago, Chile. Electronic address: maria.pertusa@usach.cl.",1,1,1
"Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional Del Sur (UNS), Bahía Blanca, Argentina. drayes@criba.edu.ar.",1,1,1
"Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional Del Sur (UNS), Bahía Blanca, Argentina.",2,1,2
"Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Instituto de Biodiversidad y Biología Experimental y Aplicada, Universidad de Buenos Aires and Consejo Nacional de Investigaciones Científicas y TécnicasBuenos Aires, Argentina; Departamento de Fisiología y Biofísica, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y TécnicasBuenos Aires, Argentina.",1,1,1
"Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Instituto de Biodiversidad y Biología Experimental y Aplicada, Universidad de Buenos Aires and Consejo Nacional de Investigaciones Científicas y Técnicas Buenos Aires, Argentina.",3,1,3
"Departamento de Análisis Instrumental, Facultad de Farmacia, Universidad de Concepción, Concepción, Chile.",2,1,2
"Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas Y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina. capurroclaudia@yahoo.com.ar.",1,1,1
"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas Y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.",4,1,4
"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay, Facultad de Medicina, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina.",2,1,2
"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Universidad de Buenos Aires, Facultad de Medicina, Buenos Aires, Argentina.",2,1,2
"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Piso 4, Buenos Aires, 1121, Argentina; Laboratorio de Riñón Experimental, Instituto de Investigaciones Médicas A. Lanari, Universidad de Buenos Aires, Buenos Aires, 1427, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Piso 4, Buenos Aires, 1121, Argentina. Electronic address: csilber@fmed.uba.ar.",1,1,1
"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Piso 4, Buenos Aires, 1121, Argentina.",1,1,1
