GeneID,Symbol,TaxID,Ensembl,SwissProt,TrEMBL,RefSeq_RNA,RefSeq_Protein
79846,CFAP69,9606,['ENSG00000105792'],['A5D8W1'],"['A0ACI8QUA1', 'A0ACI8RT77', 'A0ACI8UJH7', 'A0ACI8UJI3', 'A0ACI8UJK0', 'A0ACI8UJK5', 'F8WBX7', 'H7BZV2', 'H7C002', 'H7C076', 'H7C3Z7', 'H7C468']","['NM_001039706.3', 'NM_001160138.2', 'NM_001363438.1', 'NM_024788.2', 'XM_005250600.4', 'XM_011516577.3', 'XM_011516578.3', 'XM_011516579.2', 'XM_017012624.2', 'XM_017012625.2', 'XM_017012628.2', 'XM_017012629.2', 'XM_017012631.2', 'XM_017012632.2', 'XM_017012635.3', 'XM_017012638.2', 'XM_017012640.2', 'XM_017012641.2', 'XM_017012642.2', 'XM_047420845.1', 'XM_047420846.1', 'XM_047420847.1', 'XM_047420848.1', 'XM_047420849.1', 'XM_047420850.1', 'XM_047420851.1', 'XM_047420852.1', 'XM_047420853.1', 'XM_047420854.1', 'XM_054359022.1', 'XM_054359023.1', 'XM_054359024.1', 'XM_054359025.1', 'XM_054359026.1', 'XM_054359027.1', 'XM_054359028.1', 'XM_054359029.1', 'XM_054359030.1', 'XM_054359031.1', 'XM_054359032.1', 'XM_054359033.1', 'XM_054359034.1', 'XM_054359035.1', 'XM_054359036.1', 'XM_054359037.1', 'XM_054359038.1', 'XM_054359039.1', 'XM_054359040.1', 'XM_054359041.1', 'XM_054359042.1', 'XM_054359043.1', 'XM_054359044.1', 'XM_054359045.1', 'XM_054359046.1', 'XR_008487759.1', 'XR_008487760.1', 'XR_927530.2', 'XR_927531.3']","['NP_001034795.2', 'NP_001153610.1', 'NP_001350367.1', 'XP_005250657.1', 'XP_011514879.1', 'XP_011514880.1', 'XP_011514881.1', 'XP_016868113.1', 'XP_016868114.1', 'XP_016868117.1', 'XP_016868118.1', 'XP_016868120.1', 'XP_016868121.1', 'XP_016868124.1', 'XP_016868127.1', 'XP_016868129.1', 'XP_016868130.1', 'XP_016868131.1', 'XP_047276801.1', 'XP_047276802.1', 'XP_047276803.1', 'XP_047276804.1', 'XP_047276805.1', 'XP_047276806.1', 'XP_047276807.1', 'XP_047276808.1', 'XP_047276809.1', 'XP_047276810.1', 'XP_054214997.1', 'XP_054214998.1', 'XP_054214999.1', 'XP_054215000.1', 'XP_054215001.1', 'XP_054215002.1', 'XP_054215003.1', 'XP_054215004.1', 'XP_054215005.1', 'XP_054215006.1', 'XP_054215007.1', 'XP_054215008.1', 'XP_054215009.1', 'XP_054215010.1', 'XP_054215011.1', 'XP_054215012.1', 'XP_054215013.1', 'XP_054215014.1', 'XP_054215015.1', 'XP_054215016.1', 'XP_054215017.1', 'XP_054215018.1', 'XP_054215019.1', 'XP_054215020.1', 'XP_054215021.1']"
80129,CCDC170,9606,['ENSG00000120262'],['Q8IYT3'],"['A0ACI8PJW6', 'A0ACI8RBN5', 'A0ACI8S0W6', 'A0ACI8VML4', 'A0ACI8VMW0']","['NM_025059.4', 'XM_011536147.3', 'XM_011536148.3', 'XM_047419372.1', 'XM_054356456.1', 'XM_054356457.1', 'XM_054356458.1']","['NP_079335.2', 'XP_011534449.1', 'XP_011534450.1', 'XP_047275328.1', 'XP_054212431.1', 'XP_054212432.1', 'XP_054212433.1']"
389118,CDHR4,9606,['ENSG00000187492'],['A6H8M9'],"['E9PFE8', 'H7C4N6', 'H7C5B2']","['NM_001007540.4', 'XM_011533700.4', 'XM_011533701.3', 'XM_017006366.1', 'XM_017006367.1', 'XM_017006368.1', 'XM_017006369.1', 'XM_017006370.1', 'XM_017006371.1', 'XM_054346467.1', 'XM_054346468.1', 'XM_054346469.1', 'XM_054346470.1', 'XM_054346471.1', 'XM_054346472.1', 'XM_054346473.1', 'XM_054346474.1', 'XR_001740143.1', 'XR_007095677.1', 'XR_008486715.1', 'XR_008486716.1']","['NP_001007541.2', 'XP_011532002.1', 'XP_011532003.1', 'XP_016861855.1', 'XP_016861856.1', 'XP_016861857.1', 'XP_016861858.1', 'XP_016861859.1', 'XP_016861860.1', 'XP_054202442.1', 'XP_054202443.1', 'XP_054202444.1', 'XP_054202445.1', 'XP_054202446.1', 'XP_054202447.1', 'XP_054202448.1', 'XP_054202449.1']"
6696,SPP1,9606,['ENSG00000118785'],['P10451'],"['A0A804HLB3', 'A0ACI8RQ61', 'A0ACI8S0K2', 'A0ACI8T0T1', 'A0ACM8Q8Q9', 'B7Z351', 'Q3LGB0']","['NM_000582.3', 'NM_001040058.2', 'NM_001040060.2', 'NM_001251829.2', 'NM_001251830.2']","['NP_000573.1', 'NP_001035147.1', 'NP_001035149.1', 'NP_001238758.1', 'NP_001238759.1']"
10457,GPNMB,9606,['ENSG00000136235'],['Q14956'],"['A0A3B3ISS6', 'A0ACI8PWP3', 'A0ACI8PYW2', 'A0ACI8QE81', 'A0ACI8QLE9', 'A0ACI8RXF6', 'A0ACI8S1J4', 'A0ACI8V8P0', 'A0ACI8V8P1', 'A0ACI8V8Q3', 'A0ACI8VD82', 'F6UJV1', 'Q96F58']","['NM_001005340.2', 'NM_002510.3', 'XM_005249578.4', 'XM_017011678.3', 'XM_047419776.1', 'XM_054357088.1', 'XM_054357089.1']","['NP_001005340.1', 'NP_002501.1', 'XP_005249635.1', 'XP_016867167.1', 'XP_047275732.1', 'XP_054213063.1', 'XP_054213064.1']"
968,CD68,9606,['ENSG00000129226'],['P34810'],"['A0ACI8PTT8', 'A0ACI8VBK0', 'A0ACI8VBU7', 'J3KRX0', 'J3KT24']","['NM_001040059.2', 'NM_001251.3']","['NP_001035148.1', 'NP_001242.2']"
11828,Aqp3,10090,"['ENSMPUG00000004092', 'ENSMSIG00000006516', 'ENSMUSG00000028435', 'ENSNVIG00000000445']",['Q8R2N1'],[],['NM_016689.2'],['NP_057898.2']
12367,Casp3,10090,"['ENSMSIG00000027726', 'ENSMUSG00000031628', 'ENSNVIG00000005055']",['P70677'],['A0A1B0GRX1'],"['NM_001284409.1', 'NM_009810.3', 'XM_017312543.3', 'XM_030243266.1']","['NP_001271338.1', 'NP_033940.1', 'XP_017168032.1', 'XP_030099126.1']"
13852,Stx2,10090,"['ENSFALG00000023081', 'ENSMPUG00000004087', 'ENSMSIG00000005267', 'ENSMUSG00000029428', 'ENSNVIG00000022809']",[],"['A0A0G2JE94', 'D3YY94', 'F6VH81', 'F7BTC3', 'Q3TJ55', 'Q80W45']","['NM_001286033.1', 'NM_001286034.1', 'NM_001359022.1', 'NM_007941.3', 'NR_152615.1', 'XM_006504276.2', 'XR_004942435.1', 'XR_004942436.1', 'XR_004942437.1', 'XR_377049.4']","['NP_001272962.1', 'NP_001272963.1', 'NP_001345951.1', 'NP_031967.2', 'XP_006504339.1']"
18976,Pomc,10090,"['ENSMSIG00000029200', 'ENSMUSG00000020660']",['P01193'],"['A0A1W2P724', 'A0A1W2P7R2']","['NM_001278581.1', 'NM_001278582.1', 'NM_001278583.1', 'NM_001278584.1', 'NM_008895.4']","['NP_001265510.1', 'NP_001265511.1', 'NP_001265512.1', 'NP_001265513.1', 'NP_032921.1']"
109648,Npy,10090,"['ENSMSIG00000018434', 'ENSMUSG00000029819', 'ENSNVIG00000012797']",['P57774'],[],['NM_023456.3'],['NP_075945.1']
3354888,rl,7227,['FBgn0003256'],['P40417'],"['A0A0B7P9E0', 'A8Y4W5']","['NM_001015121.3', 'NM_001015122.3', 'NM_001015123.3', 'NM_001110878.4', 'NM_001110879.2', 'NM_001110880.2', 'NM_001300706.2']","['NP_001015121.3', 'NP_001015122.1', 'NP_001015123.1', 'NP_001104348.2', 'NP_001104349.1', 'NP_001104350.1', 'NP_001287635.1']"
43149,Nf1,7227,['FBgn0015269'],[],"['A0A0B4KHX4', 'A0A0B4KI28', 'Q59DT9', 'Q8IMS2', 'Q9VBJ2']","['NM_001014668.2', 'NM_001276049.1', 'NM_001276050.1', 'NM_170252.3', 'NM_170253.2']","['NP_001014668.1', 'NP_001262978.1', 'NP_001262979.1', 'NP_733131.2', 'NP_733132.2']"
6347,CCL2,9606,['ENSG00000108691'],['P13500'],['J3KRT7'],['NM_002982.4'],['NP_002973.1']
6348,CCL3,9606,"['ENSG00000274221', 'ENSG00000277632', 'ENSG00000278567']",['P10147'],['A0N0R1'],"['NM_002983.3', 'NR_168494.1', 'NR_168495.1', 'NR_168496.1']",['NP_002974.1']
6352,CCL5,9606,"['ENSG00000271503', 'ENSG00000274233']",['P13501'],"['A0A075B7C5', 'A0A494C1Q1']","['NM_001278736.2', 'NM_002985.3']","['NP_001265665.1', 'NP_002976.2']"
3439,IFNA1,9606,['ENSG00000197919'],['P0DY56'],['L0N195'],['NM_024013.3'],['NP_076918.1']
5228,PGF,9606,['ENSG00000119630'],['P49763'],"['A0ACI8QNW4', 'A0ACI8RPK0', 'G3XA84', 'Q53XY6', 'Q86TW6']","['NM_001207012.1', 'NM_001293643.1', 'NM_002632.6', 'XM_047431476.1', 'XM_054376219.1']","['NP_001193941.1', 'NP_001280572.1', 'NP_002623.2', 'XP_047287432.1', 'XP_054232194.1']"
100102,Pcsk9,10090,"['ENSMSIG00000028827', 'ENSMUSG00000044254']",['Q80W65'],[],['NM_153565.2'],['NP_705793.1']
12048,Bcl2l1,10090,"['ENSFALG00000023035', 'ENSMSIG00000001188', 'ENSMUSG00000007659', 'ENSNVIG00000019155']",['Q64373'],"['A2AHX7', 'A2AHX8', 'A2AHX9', 'O35843', 'Q5HZH3', 'Q9QWX2']","['NM_001289716.2', 'NM_001289717.2', 'NM_001289739.2', 'NM_001355053.2', 'NM_001416896.1', 'NM_001416897.1', 'NM_001416898.1', 'NM_001416899.1', 'NM_009743.6', 'NR_149254.2', 'XR_374396.4']","['NP_001276645.1', 'NP_001276646.1', 'NP_001276668.1', 'NP_001341982.1', 'NP_001403825.1', 'NP_001403826.1', 'NP_001403827.1', 'NP_001403828.1', 'NP_033873.3']"
12043,Bcl2,10090,"['ENSMPUG00000016516', 'ENSMSIG00000014587', 'ENSMUSG00000057329', 'ENSNVIG00000013614']",['P10417'],"['Q6NTH7', 'Q8BQK4']","['NM_009741.5', 'NM_177410.3']","['NP_033871.2', 'NP_803129.2']"
12122,Bid,10090,"['ENSMSIG00000014015', 'ENSMUSG00000004446']",['P70444'],['D3Z463'],"['NM_007544.4', 'XM_006505409.4', 'XM_006505410.4', 'XM_006505411.5', 'XM_036165767.1']","['NP_031570.2', 'XP_006505472.1', 'XP_006505473.1', 'XP_006505474.1', 'XP_036021660.1']"
11545,Parp1,10090,"['ENSMSIG00000007405', 'ENSMUSG00000026496', 'ENSNVIG00000014805', 'FBgn0010247']",[],"['A0A0A6YVX0', 'A0A0A6YX03', 'A0A0A6YY63', 'F6W4J5', 'Q921K2']",['NM_007415.3'],['NP_031441.2']
16783,Lamp1,10090,"['ENSMPUG00000009948', 'ENSMSIG00000006411', 'ENSMUSG00000031447', 'ENSNVIG00000000172']",['P11438'],"['Q3TA96', 'Q3TX84', 'Q9DC13']","['NM_001317353.1', 'NM_010684.3']","['NP_001304282.1', 'NP_034814.2']"
15978,Ifng,10090,"['ENSMSIG00000010704', 'ENSMUSG00000055170']",['P01580'],['A0A7R8C347'],['NM_008337.4'],['NP_032363.1']
359,AQP2,9606,['ENSG00000167580'],['P41181'],"['F8VPL3', 'F8W0S2']",['NM_000486.6'],['NP_000477.1']
519148,STX2,9913,['ENSBTAG00000007988'],[],"['A0A3Q1MPD9', 'A0A3Q1NEX5', 'A0AAA9TUD7', 'F1MNQ8']","['XM_003587140.5', 'XM_003587141.5', 'XM_010813868.4', 'XM_015475452.3', 'XM_059876308.1']","['XP_003587188.1', 'XP_003587189.2', 'XP_010812170.1', 'XP_015330938.1', 'XP_059732291.1']"
14810,Grin1,10090,"['ENSMSIG00000023294', 'ENSMUSG00000026959']",['P35438'],"['A2AI14', 'A2AI16', 'A2AI17', 'A2AI19', 'A2AI20', 'A2AI21']","['NM_001177656.2', 'NM_001177657.2', 'NM_001372558.1', 'NM_001372559.1', 'NM_001372560.1', 'NM_001372561.1', 'NM_001372562.1', 'NM_008169.3']","['NP_001171127.1', 'NP_001171128.1', 'NP_001359487.1', 'NP_001359488.1', 'NP_001359489.1', 'NP_001359490.1', 'NP_001359491.1', 'NP_032195.1']"
7357,UGCG,9606,['ENSG00000148154'],['Q16739'],"['A0ACI8PDX2', 'A0ACI8PH95', 'A0ACI8SRS7', 'A0ACI8U4F8']","['NM_003358.3', 'XM_017015107.2', 'XM_047423844.1', 'XM_054363745.1', 'XM_054363746.1']","['NP_003349.1', 'XP_016870596.1', 'XP_047279800.1', 'XP_054219720.1', 'XP_054219721.1']"
953,ENTPD1,9606,['ENSG00000138185'],['P49961'],"['A0A0U1RQZ5', 'A0A0U1RR44', 'A0A1W2PQK8', 'A0ACI8PDU0', 'A0ACI8QJ65', 'A0ACI8QJK9', 'A0ACI8RKU8', 'A0ACI8RUW5', 'A0ACI8UTC8', 'A0ACI8UTS5', 'A0ACI8UV48']","['NM_001098175.2', 'NM_001164178.1', 'NM_001164179.2', 'NM_001164181.1', 'NM_001164182.2', 'NM_001164183.2', 'NM_001312654.1', 'NM_001320916.1', 'NM_001440932.1', 'NM_001440933.1', 'NM_001440934.1', 'NM_001440935.1', 'NM_001440936.1', 'NM_001440937.1', 'NM_001440938.1', 'NM_001440939.1', 'NM_001440940.1', 'NM_001440941.1', 'NM_001440942.1', 'NM_001776.6', 'NR_199793.1', 'XM_011540371.3', 'XM_011540373.3', 'XM_011540374.4', 'XM_011540376.3', 'XM_017016963.2', 'XM_017016964.3', 'XM_047426024.1', 'XM_047426026.1', 'XM_047426027.1', 'XM_047426028.1', 'XM_047426029.1', 'XM_054367207.1', 'XM_054367210.1', 'XM_054367211.1', 'XM_054367213.1', 'XM_054367214.1', 'XM_054367215.1', 'XM_054367216.1', 'XM_054367217.1', 'XM_054367218.1']","['NP_001091645.1', 'NP_001157650.1', 'NP_001157651.1', 'NP_001157653.1', 'NP_001157654.1', 'NP_001157655.1', 'NP_001299583.1', 'NP_001307845.1', 'NP_001427861.1', 'NP_001427862.1', 'NP_001427863.1', 'NP_001427864.1', 'NP_001427865.1', 'NP_001427866.1', 'NP_001427867.1', 'NP_001427868.1', 'NP_001427869.1', 'NP_001427870.1', 'NP_001427871.1', 'NP_001767.3', 'XP_011538673.1', 'XP_011538675.3', 'XP_011538676.3', 'XP_011538678.3', 'XP_016872452.1', 'XP_016872453.1', 'XP_047281980.1', 'XP_047281982.1', 'XP_047281983.1', 'XP_047281984.1', 'XP_047281985.1', 'XP_054223182.1', 'XP_054223185.1', 'XP_054223186.1', 'XP_054223188.1', 'XP_054223189.1', 'XP_054223190.1', 'XP_054223191.1', 'XP_054223192.1', 'XP_054223193.1']"
4907,NT5E,9606,['ENSG00000135318'],['P21589'],"['A0ACI8QGD7', 'A0ACI8QNM8', 'A0ACI8S2W8', 'A0ACI8UT94', 'A0ACI8UTB9', 'F6Y7G1', 'H0Y3X5', 'H0Y7R7', 'Q6NZX3']","['NM_001204813.2', 'NM_002526.4']","['NP_001191742.1', 'NP_002517.1']"
24835,Tnf,10116,['ENSRNOG00000070745'],['P16599'],[],['NM_012675.3'],['NP_036807.1']
30659,dnmt3bb.2,7955,"['ENSDARG00000057830', 'ENSDARG00000111746']",[],"['A0A8M1P7X7', 'A0AB32TCP6', 'A0AC58IIM3', 'A0AC58IIM4', 'Q588C7']","['NM_131386.1', 'XM_073937998.1', 'XM_073937999.1', 'XM_073938000.1', 'XM_087305089.1', 'XM_087305090.1', 'XM_087305091.1']","['NP_571461.1', 'XP_073794099.1', 'XP_073794100.1', 'XP_073794101.1', 'XP_087161215.1', 'XP_087161216.1', 'XP_087161217.1']"
83629,Slc12a2,10116,['ENSRNOG00000015971'],[],"['A0A8I5ZP25', 'E9PTX9', 'Q9QX10']","['NM_031798.2', 'XM_006254752.5']","['NP_113986.2', 'XP_006254814.1']"
29517,Sgk1,10116,['ENSRNOG00000011815'],[],"['D4A128', 'F1LXA3', 'Q68G05']","['NM_001193568.1', 'NM_001193569.1', 'NM_019232.3', 'XM_006227723.2', 'XM_039109489.2']","['NP_001180497.1', 'NP_001180498.1', 'NP_062105.2', 'XP_006227785.1', 'XP_038965417.1']"
50721,Sirt6,10090,"['ENSMSIG00000029480', 'ENSMUSG00000034748']",['P59941'],"['D3YY89', 'F7CRR4', 'Q3UKP1']","['NM_001163430.2', 'NM_001378944.1', 'NM_001378945.1', 'NM_181586.4', 'NR_166193.1', 'XM_011243507.4']","['NP_001156902.1', 'NP_001365873.1', 'NP_001365874.1', 'NP_853617.1', 'XP_011241809.1']"
14645,Glul,10090,"['ENSMUSG00000026473', 'ENSNVIG00000018283']",['P15105'],"['A0ABJ3FL53', 'D3YVK1']",['NM_008131.5'],['NP_032157.2']
20682,Sox9,10090,"['ENSFALG00000002572', 'ENSMPUG00000014303', 'ENSMSIG00000011004', 'ENSMUSG00000000567']",['Q04887'],[],['NM_011448.4'],['NP_035578.3']
8128,ST8SIA2,9606,['ENSG00000140557'],['Q92186'],"['A0ACI8UZ27', 'B2R9U8', 'C6G488', 'G3V2T1', 'Q4VAY9']","['NM_001330416.2', 'NM_006011.4', 'XM_017022642.2', 'XM_054378933.1']","['NP_001317345.1', 'NP_006002.1', 'XP_016878131.1', 'XP_054234908.1']"
23673,STX12,9606,['ENSG00000117758'],['Q86Y82'],"['A0ACI8QGW9', 'A0ACI8QKD5', 'A0ACI8V435', 'A0ACI8V8C8', 'A0ACI8V8J5', 'B1AJQ6']",['NM_177424.3'],['NP_803173.1']
6853,SYN1,9606,['ENSG00000008056'],['P17600'],"['A0A1W2PS00', 'A0A1W2PSE9', 'A0ACI8UQM1', 'A0ACI8UQQ2']","['NM_006950.3', 'NM_133499.2']","['NP_008881.2', 'NP_598006.1']"
969,CD69,9606,['ENSG00000110848'],['Q07108'],"['F6Y2Y2', 'Q53ZX0']","['NM_001781.2', 'NR_026671.1', 'NR_026672.1']",['NP_001772.1']
3916,LAMP1,9606,['ENSG00000185896'],['P11279'],"['A0ACI8Q6E3', 'A0ACI8Q8B9', 'A0ACI8QPZ1', 'A0ACI8QWH5', 'A0ACI8S125', 'A0ACI8S3D8', 'A0ACI8S6Q9', 'A0ACI8THQ8', 'A0ACI8UBS9', 'B3KRY3']","['NM_001445942.1', 'NM_005561.4', 'XM_011537494.3', 'XM_047430302.1', 'XM_054374518.1']","['NP_001432871.1', 'NP_005552.3', 'XP_011535796.1', 'XP_047286258.1', 'XP_054230493.1']"
3458,IFNG,9606,['ENSG00000111537'],['P01579'],[],['NM_000619.3'],['NP_000610.2']
27303,RBMS3,9606,['ENSG00000144642'],['Q6XE24'],"['A0A1B0GTI7', 'A0A1B0GUW5', 'A0ACI8PRP5', 'A0ACI8PTX4', 'A0ACI8Q8N6', 'A0ACI8QG40', 'A0ACI8RQM0', 'A0ACI8RY22', 'A0ACI8V905', 'A0ACI8V906', 'A0ACI8V907', 'A0ACI8V921', 'A0ACI8V922', 'A0ACI8VDM2', 'A0ACI8VDR7', 'A0ACI8VEQ0', 'A0ACI8VER4', 'C9J9B2', 'C9JIJ9']","['NM_001003792.3', 'NM_001003793.3', 'NM_001177711.2', 'NM_001177712.2', 'NM_001330696.1', 'NM_014483.4', 'XM_005265061.3', 'XM_005265062.2', 'XM_005265063.3', 'XM_005265065.6', 'XM_017006179.2', 'XM_017006180.2', 'XM_017006181.2', 'XM_024453454.2', 'XM_047447976.1', 'XM_054346189.1', 'XM_054346190.1', 'XM_054346191.1', 'XM_054346192.1', 'XM_054346193.1', 'XM_054346194.1', 'XM_054346195.1', 'XM_054346196.1', 'XM_054346197.1', 'XM_054346198.1']","['NP_001003792.1', 'NP_001003793.1', 'NP_001171182.1', 'NP_001171183.1', 'NP_001317625.1', 'NP_055298.2', 'XP_005265118.1', 'XP_005265119.1', 'XP_005265120.1', 'XP_005265122.1', 'XP_016861668.1', 'XP_016861669.1', 'XP_016861670.1', 'XP_024309222.1', 'XP_047303932.1', 'XP_054202164.1', 'XP_054202165.1', 'XP_054202166.1', 'XP_054202167.1', 'XP_054202168.1', 'XP_054202169.1', 'XP_054202170.1', 'XP_054202171.1', 'XP_054202172.1', 'XP_054202173.1']"
1791,DNTT,9606,['ENSG00000107447'],['P04053'],[],"['NM_001017520.2', 'NM_004088.4']","['NP_001017520.1', 'NP_004079.3']"
20259,Scin,10090,"['ENSMSIG00000001583', 'ENSMUSG00000002565']",['Q60604'],['Q3UWV5'],"['NM_001146196.1', 'NM_009132.2']","['NP_001139668.1', 'NP_033158.2']"
12978,Csf1r,10090,"['ENSMSIG00000002479', 'ENSMUSG00000024621', 'ENSNVIG00000001216']",['P09581'],"['A0A494BA23', 'A0A494BBK8', 'Q0P635', 'Q3UKC6', 'Q6NXV8']","['NM_001037859.2', 'NM_007779.2']",['NP_001032948.2']
4313,MMP2,9606,['ENSG00000087245'],['P08253'],"['H3BR66', 'H3BS34', 'H3BV48', 'J3KRB7']","['NM_001127891.3', 'NM_001302508.1', 'NM_001302509.2', 'NM_001302510.2', 'NM_004530.6']","['NP_001121363.1', 'NP_001289437.1', 'NP_001289438.1', 'NP_001289439.1', 'NP_004521.1']"
59272,ACE2,9606,['ENSG00000130234'],['Q9BYF1'],"['A0A7I2V2E9', 'A0A7I2V3N4', 'A0A7I2V3X6', 'A0A7I2V4H0', 'A0A7I2V5W5', 'A0ACI8PPF0', 'A0ACI8R1Q5', 'A0ACI8RX54', 'A0ACI8USK4']","['NM_001371415.1', 'NM_001386259.1', 'NM_001386260.1', 'NM_001388452.1', 'NM_001389402.1', 'NM_021804.3']","['NP_001358344.1', 'NP_001373188.1', 'NP_001373189.1', 'NP_001375381.1', 'NP_001376331.1', 'NP_068576.1']"
24954,Insr,10116,['ENSRNOG00000029986'],[],"['A0A8I5ZMZ8', 'A0A8J8Y5N6', 'A0A9K3Y780', 'T2CB11']","['NM_017071.2', 'XM_039089096.2', 'XM_039089097.2', 'XM_063271068.1']","['NP_058767.2', 'XP_038945024.1', 'XP_038945025.1', 'XP_063127138.1']"
23621,BACE1,9606,['ENSG00000186318'],['P56817'],"['A0A7P0T924', 'A0A7P0TAB4', 'A0A7P0Z456', 'A0ACI8R591', 'A0ACI8TG12', 'B7Z3K2', 'B7Z3Z4', 'E9PJG7', 'U3KPS1']","['NM_001207048.3', 'NM_001207049.3', 'NM_001411039.1', 'NM_012104.6', 'NM_138971.4', 'NM_138972.4', 'NM_138973.4']","['NP_001193977.1', 'NP_001193978.1', 'NP_001397968.1', 'NP_036236.1', 'NP_620427.1', 'NP_620428.1', 'NP_620429.1']"
14609,Gja1,10090,"['ENSMPUG00000014446', 'ENSMSIG00000026588', 'ENSMUSG00000050953', 'ENSNVIG00000019628']",['P23242'],"['A0A1W2P793', 'A0A1W2P8A3', 'Q8C4N2']","['NM_001428498.1', 'NM_001428499.1', 'NM_001428500.1', 'NM_001428501.1', 'NM_010288.4', 'XM_036155617.1']","['NP_001415427.1', 'NP_001415428.1', 'NP_001415429.1', 'NP_001415430.1', 'NP_034418.1', 'XP_036011510.1']"
11423,Ache,10090,"['ENSMPUG00000015841', 'ENSMSIG00000010105', 'ENSMUSG00000023328', 'ENSNVIG00000001690']",['P21836'],"['A0A0G2JDM6', 'D3Z064', 'Q543Z1']","['NM_001290010.1', 'NM_009599.4', 'XM_036164731.1', 'XR_001784593.3', 'XR_004942425.1']","['NP_001276939.1', 'NP_033729.1', 'XP_036020624.1']"
17196,Mbp,10090,"['ENSFALG00000004700', 'ENSMUSG00000041607']",['P04370'],"['A0A498WGS3', 'D3Z6U4', 'Q3UGF3', 'Q542T4', 'Q5D096']","['NM_001025245.1', 'NM_001025251.2', 'NM_001025254.2', 'NM_001025255.2', 'NM_001025256.2', 'NM_001025258.2', 'NM_001025259.2', 'NM_010777.3', 'XM_006526452.5', 'XM_006526453.4', 'XM_006526454.4', 'XM_006526455.3', 'XM_006526456.4', 'XM_006526457.4', 'XM_006526458.4', 'XM_030250356.1', 'XM_030250358.2', 'XM_036161010.1', 'XM_036161011.1', 'XM_036161013.1', 'XM_036161014.1']","['NP_001020416.1', 'NP_001020422.1', 'NP_001020425.1', 'NP_001020426.1', 'NP_001020427.1', 'NP_001020429.1', 'NP_001020430.1', 'NP_034907.1', 'XP_006526515.1', 'XP_006526516.1', 'XP_006526517.1', 'XP_006526518.1', 'XP_006526519.1', 'XP_006526520.1', 'XP_006526521.1', 'XP_030106216.1', 'XP_030106218.1', 'XP_036016903.1', 'XP_036016904.1', 'XP_036016906.1', 'XP_036016907.1']"
114737,Iba1,10090,[],[],[],[],[]
22348,Slc32a1,10090,"['ENSMSIG00000015584', 'ENSMUSG00000037771', 'ENSNVIG00000012988']",['O35633'],['Q49S98'],"['NM_001421187.1', 'NM_009508.3']","['NP_001408116.1', 'NP_033534.2']"
11838,Arc,10090,"['ENSMSIG00000019111', 'ENSMUSG00000022602', 'ENSNVIG00000014874']",['Q9WV31'],[],"['NM_001276684.1', 'NM_018790.3']","['NP_001263613.1', 'NP_061260.1']"
5420,PODXL,9606,['ENSG00000128567'],['O00592'],"['A0ACI8PT77', 'A0ACI8Q4J0', 'A0ACI8QX37', 'A0ACI8RHJ2', 'A0ACI8RL10', 'A0ACI8RUW0', 'A0ACI8S6I6', 'A0ACI8T6H6', 'A0ACI8T6H8', 'A0ACI8T6J2', 'A0ACI8T7B3', 'A0ACI8T7B6', 'A0ACI8T7C3', 'A0ACI8T7G2', 'A0ACI8T7I7', 'A0ACI8T7M7', 'G3V0E6', 'Q96N83']","['NM_001018111.3', 'NM_005397.4']","['NP_001018121.1', 'NP_005388.2']"
11346,SYNPO,9606,['ENSG00000171992'],['Q8N3V7'],['A0ACI8RL52'],"['NM_001109974.3', 'NM_001166208.2', 'NM_001166209.2', 'NM_001446124.1', 'NM_007286.6', 'XM_005268371.2', 'XM_006714755.4', 'XM_017009008.2', 'XM_024454351.2', 'XM_047416684.1', 'XM_047416685.1', 'XM_047416686.1', 'XM_047416687.1', 'XM_047416688.1', 'XM_047416689.1', 'XM_054351536.1', 'XM_054351537.1', 'XM_054351538.1', 'XM_054351539.1', 'XM_054351540.1', 'XM_054351541.1', 'XM_054351542.1', 'XM_054351543.1', 'XM_054351544.1', 'XM_054351545.1']","['NP_001103444.1', 'NP_001159680.1', 'NP_001159681.1', 'NP_001433053.1', 'NP_009217.3', 'XP_005268428.1', 'XP_006714818.1', 'XP_016864497.1', 'XP_024310119.2', 'XP_047272640.1', 'XP_047272641.1', 'XP_047272642.1', 'XP_047272643.1', 'XP_047272644.1', 'XP_047272645.1', 'XP_054207511.1', 'XP_054207512.1', 'XP_054207513.1', 'XP_054207514.1', 'XP_054207515.1', 'XP_054207516.1', 'XP_054207517.1', 'XP_054207518.1', 'XP_054207519.1', 'XP_054207520.1']"
402974,pitx3,7955,['ENSDARG00000070069'],['Q6QU75'],"['A0AC58H0R0', 'A0AC58H0S4', 'B2GRZ8']","['NM_205675.2', 'XM_073919478.1', 'XM_087277758.1']","['NP_991238.1', 'XP_073775579.1', 'XP_087133884.1']"
